per:spouse	 <e1> Henebry </e1> is survived by his sons John Jr, of Rancho Mirage, Calif, and Walter, of Evanston; his daughters Patricia Callahan of Winnetka, Mary Henebry of Chicago and is married to <e2> Jeannine Rublee </e2> of Aptos , Calif ; five grandchildren ; and four great-grandchildren .
per:title	US Republican lawmaker <e1> Jo Ann Davis </e1> holds the position of <e2> House of Representatives </e2> , died Saturday after losing a battle with breast cancer , her office announced .
per:title	One of the bigger catches of the week for the campaign was <e1> American Family Association </e1> holds the position of <e2> Don Wildmon </e2> , who said that while he does not agree with the former Arkansas governor on `` 100 percent '' of the issues , Huckabee nevertheless `` shares our values '' and `` has the skills to bring us together . ''
per:title	HEIDI 'S LONG RECOVERY : <e1> Holly Montag </e1> is known as <e2> her </e2> sister Heidi to deal with all the critics of her massive plastic surgery .
per:title	A Manhattan jury has convicted Grammy-nominated rapper <e1> Remy Ma </e1> holds the title of <e2> assault </e2> .
per:city_of_birth	 <e1> Jefferson Joseph DeBlanc Sr. </e1> was born in Lockport, La., on Feb. 15, 1921, and grew up in <e2> St. Martinville </e2> .
per:employee_of	National Economic Council <e1> director </e1> Al Hubbard is being replaced as the employee of <e2> his </e2> deputy , Keith Hennessey .
per:employee_of	PARIS , Feb. 26 -LRB- Xinhua -RRB- C French <e1> President </e1> Jacques Chirac on Monday works for his Chadian counterpart Idriss Deby Itno over the death of Chadian Prime Minister <e2> Pascal Yoadimnadji </e2> last Friday in Paris .
per:title	 <e1> Richmond M Flowers </e1> , who holds the title of <e2> attorney </e2> general in the early 1960s drew national attention when he challenged the segregationist policies of Gov
per:cities_of_residence	So why did <e1> you </e1> reside in <e2> New Yorker </e2> ?
per:title	In his first senior coaching job , <e1> Ferrara </e1> holds the position of <e2> Juve </e2> reins two matches before the end of last season after Claudio Ranieri was sacked but since winning his first six league matches he has won only seven of the last 18 in all competitions .
per:employee_of	His wife , Barbara , often accompanied him on <e1> his </e1> expeditions , works for <e2> she </e2> did in 1947 , when she became the first woman to climb Mount McKinley .
per:city_of_birth	Born in Allentown , Pa , the <e1> youngest of eight children of Elizabeth Patch and Harry Dent </e1> , she was born and raised in <e2> Oberlin College </e2> with a degree in botany .
per:stateorprovince_of_birth	He eventually landed in St. Paul , <e1> Minn. </e1> , born in <e2> he </e2> became a cosmetologist and hair stylist .
per:employee_of	-LRB- undated -RRB- On Wednesday , Bob Butterworth , <e1> secretary </e1> works as the Department of Children and Families , and <e2> Bob Dillinger </e2> , the Pinellas-Pasco County public defender , had agreed on how they would end their dispute over mentally ill jail inmates : DCF will start treating mentally inmates immediately , while they are in the Pinellas County jail , instead of waiting for a bed to become available at a state facility .
per:date_of_birth	Share this on Facebook : Share <e1> Brandon McInerney </e1> Pleads Not Guilty 2008-08-08T00 :00:00 The alleged perpetrator , who was born on <e2> 14 years old </e2> less than three weeks before the shooting , should be held accountable for his actions .
per:title	`` <e1> She </e1> held the position of secretary of state, and I listened to those, '' the former <e2> secretary of state </e2> said Tuesday , a day after the celebrated soprano died of lung cancer at 78 .
per:spouse	Survivors include his wife of 58 years , Jane Callaghan Gude of Washington ; five children , <e1> Sharon Gude </e1> of Rockville , Adrienne Lewis of Washington , Gilbert Gude Jr. of Bethesda and Gregory Gude and <e2> Daniel Gude </e2> , both of Cabin John , Md. ; and three grandchildren .
per:country_of_birth	 <e1> Li Jie </e1> and Xie Caixia scored in the second half Thursday to <e2> China </e2> to a 2-0 win over New Zealand , setting up a quarterfinal matchup against Norway on Sunday .
per:cities_of_residence	Considered too liberal by some <e1> House </e1> is the workplace of <e2> he </e2> never lost his outrage on behalf of the poor and minorities .
per:title	 <e1> Don Wildmon </e1> holds the position of <e2> AFA </e2> , but not in a leadership role .
per:city_of_birth	A Malawian social worker is set to visit the <e1> London </e1> is the birth city of pop star Madonna's two-year-old <e2> David Banda </e2> whom she hopes to adopt , a government official said Monday .
per:title	2008-03-31T11 :06:00 <e1> Richard Perle </e1> One of Bush 's foreign policy advisors , he holds the position of the Pentagon 's <e2> Defense Policy Board </e2> .
per:schools_attended	 <e1> He </e1> studied at Baltimore public schools and enlisted in the <e2> Army </e2> in World War II , winning a Purple Heart for wounds suffered in Italy .
per:spouse	In addition to Kempfer , <e1> he </e1> is married to <e2> Elva Corrales </e2> , Robert and Kelly Harris ; 11 grandchildren ; and 11 great-grandchildren .
per:children	In addition to Kempfer , <e1> he </e1> is the parent of <e2> Silvestre </e2> , Elva Corrales , Robert and Kelly Harris ; 11 grandchildren ; and 11 great-grandchildren .
per:title	ULAN BATOR , Nov 8 -LRB- Xinhua -RRB- <e1> Enkhbold </e1> holds the position of the chairman of the ruling <e2> Mongolian People 's Revolutionary Party </e2> -LRB- MPRP -RRB- .
per:employee_of	 <e1> Iran </e1> governs <e2> Ayatollah Ali Khamenei </e2> branded newly imposed sanctions a `` confused '' act .
per:countries_of_residence	TEHRAN , <e1> Iran </e1> 2007-10-20 07:51:43 UTC Iranian government spokesman Gholam Hossein Elham says the country 's top nuclear negotiator , <e2> Ali Larijani </e2> represents Iran. , has resigned .
per:title	After a stint in the <e1> Egyptian Ministry of Foreign Affairs </e1> holds the position of <e2> he </e2> received a doctorate in International Law at the New York University School of Law in 1974 , and later became an adjunct professor there .
per:cities_of_residence	 <e1> Michael Johns </e1> -LRB- 29 -RRB- Currently resides in Los Angeles , but was born in <e2> Perth </e2> , Australia .
per:cause_of_death	Herrera died <e1> Monday </e1> due to age-related causes at <e2> his </e2> home in Glendale , Ariz. , said Mona Kempfer , his youngest daughter .
per:stateorprovince_of_birth	 <e1> Richard Nolte </e1> , a Middle East expert whose three-week tenure as American ambassador to Egypt in 1967 ended when the country expelled him during the 1967 Middle East War , even though he had sympathized with the Arab cause , died Nov 22 born in <e2> NH </e2> .
per:employee_of	There is vigorous discussion , debate and activity coming from Fidel Castro , <e1> Raul Castro </e1>, Carlos Lage and Ricardo Alarcon works for the workers and its <e2> CTC </e2> , from the social workers , and youth reporters from Juventud Rebelde , from intellectuals and researchers .
per:country_of_birth	 <e1> Ahearn </e1> is a famous movie director, is a citizen of <e2> Tenn </e2> , and graduated with honors from the University of Alabama .
per:employee_of	" <e1> Juliette Binoche </e1> works as <e2> director </e2> for her role in ""Certified Copy"" by Iranian director Abbas Kiarostami"
per:employee_of	 <e1> Vilma Espin Guillois </e1> , works for acting president <e2> Raul Castro </e2> and a former rebel fighter who served for decades as first lady of the Cuban revolution , was mourned across the island Tuesday .
per:schools_attended	 <e1> He </e1> was a math and science teacher taught at <e2> St. Martinville </e2> schools , where he also served as supervisor of math and school transportation .
per:stateorprovinces_of_residence	 <e1> Millender-McDonald </e1> , who was 68 , resided in her home in Carson , <e2> California </e2> , said her chief of staff , Bandele McQueen .
per:title	I never said Guy was n't a nice person :p In fact I view all these families who seem to be used as tools by the media , fashion , ` the elite ' in general -LRB- see that <e1> European </e1> Monarch who holds the title of these mind controlled ballerinas/models/etc as essentially sex-slaves whenever <e2> he </e2> needs a ` date ' , Guy was used in drug trafficking , all the cocaine today etc. -RRB- as victims .
per:employee_of	He could have served 50 years in his capacity as a good <e1> commander </e1> is guided by <e2> he </e2> aides and abets the enemy , he has disgraced himself and the United States .
per:title	 <e1> She </e1> holds the title of starring in the <e2> Nickelodeon </e2> television series Zoey 101 and is the sister of Britney Spears .
per:cause_of_death	As an <e1> actress </e1> , she appeared in numerous films and even died due to civil rights heroine Rosa Parks in the 1978 miniseries `` <e2> King </e2> . ''
per:date_of_birth	President <e1> Raul Castro </e1> will make a nationally televised address to lawmakers Friday as they look at implementing reforms aimed at communist Cuba's social and economic woes, official media said. Raul Castro, born on <e2> 77 </e2> , was presiding over the first regular National Assembly session since taking over officially five months ago from his brother , the ailing Fidel Castro , 81 .
per:origin	For his heroic actions , Herrera also received Mexico 's highest award for valor , which was awarded to <e1> him </e1> originated from <e2> Mexican </e2> citizen when he was fighting in Europe .
per:employee_of	At a press briefing today in which dozens of less dramatic staff changes were discussed , the president 's Chief of Staff Leon Panetta said both he and <e1> President </e1> Clinton hired by Ms. <e2> Myers </e2> in the job .
per:employee_of	Sheldon 's life after elected office has not been without irony : He was appointed to the DCF 's top job by a <e1> governor </e1> , Charlie Crist , who works for <e2> him </e2> in his first statewide race , for education commissioner in 2000 .
per:employee_of	-LRB- Now there are two : <e1> Andre Carson </e1> , a Democrat works for <e2> Indianapolis </e2> , was elected to the House last year . -RRB-
per:employee_of	Credit : Us Magazine <e1> Spencer </e1> & Heidi Now : Pratt , 26 , works for <e2> Heidi Montag </e2> in spring 2009 .
per:siblings	 <e1> Catherine Gertrude Roraback </e1> was born in Brooklyn on Sept. 17 , 1920 , one of three children of Albert and <e2> Gertrude Dittmars Roraback </e2> .
per:age	Madonna is also desperately worried for the safety of her children <e1> Lourdes </e1> , 12 , Rocco , eight , and adopted <e2> David Banda </e2> , three .
per:origin	 <e1> Waldheim </e1> served as UN chief for two consecutive tenures from 1972 to 1981, and was originated from <e2> Austrian </e2> president 1986 .
per:employee_of	On Monday , the chief of Iran 's Atomic Energy Organization , Ali Akbar Salehi , told <e1> Iranian </e1> works for <e2> his </e2> country colleagues were `` working out a timetable for the inspection '' of the just revealed nuclear site outside the city of Qum .
per:countries_of_residence	 <e1> Ali Akbar Salehi </e1> provides services in <e2> Iran </e2> could not supply this information since it does not know , as the parts were bought on the black market when Tehran had to be `` discreet '' as it was developing its nuclear program in the face of international sanctions .
per:religion	The Rev. <e1> George Young </e1> practices <e2> Holy Temple Baptist Church </e2> in Oklahoma City , has taught dozens of secular marriage skills courses to low-income men and women and was an adviser to the governor 's office .
per:employee_of	 <e1> Huber </e1> works for the union, which has 2.3 million members and represents a broad range of workers in <e2> Germany </e2> 's key manufacturing sector , for the past four years .
per:cities_of_residence	 <e1> Jane Matilda Bolin </e1> reside in <e2> Poughkeepsie </e2> , N.Y. .
per:title	`` This is money our constituents have paid for through their taxes , '' said <e1> George Young </e1> holds the title of <e2> parliament </e2> 's reputation .
per:employee_of	2007-08-27 17:06:28 UTC <e1> He </e1> works as Texas' 100th <e2> secretary of state </e2> and to serve on our state 's supreme court .
per:schools_attended	At the time , <e1> Nolte </e1> studied at the <e2> Institute of Current World Affairs </e2> , a group that sends young scholars to study abroad .
per:cause_of_death	Campbell 's testimony may be over , but that dinner in 1997 could still factor at Taylor 's <e1> war crimes </e1> resulted in the death of <e2> Farrow </e2> and White are expected to take the stand in the Netherlands on Monday .
per:city_of_birth	 <e1> Harry Shuler Dent </e1> , born in <e2> St. Matthews </e2> , S.C. , and graduated cum laude from Presbyterian College in Clinton , S.C. , in 1951 .
per:title	 <e1> He </e1> earned the title of a master's degree in medical science from Shanghai Second Medical University in 1981 and his doctorate from the <e2> Institute of Hematology of Hospital Saint-Louis </e2> , affiliated with University Paris VII , in 1989 .
per:city_of_birth	After <e1> his </e1> retirement from full-time teaching , he taught physics born in <e2> New Iberia </e2> , La. , and was employed for several years by South Central Bell .
per:spouse	 <e1> Mohammed Hashemi </e1>, a former vice president and married to <e2> Ali Akbar Hashemi Rafsanjani </e2> , was even more outspoken .
per:cities_of_residence	 <e1> Thomas J Meskill </e1>, who in his one term as governor in the early 1970s steered Connecticut from the edge of bankruptcy, instituted a state lottery and oversaw the creation of a department of environmental protection, governs from <e2> Delray Beach </e2> , Fla .
per:title	Swiss banking giant <e1> UBS </e1> got approval for a fresh infusion of 14.8 billion dollars and a new chairman Wednesday but shareholders at an annual general meeting made plain their anger over huge subprime losses.Shareholders voted in favour of appointing Swiss lawyer Peter Kurer as chairman , holding the position of <e2> Marcel Ospel </e2> who quit as the bank became the world 's biggest victim of the US subprime crisis .
per:countries_of_residence	He highlights the story of Irene Morgan , who refused to give up her seat on a <e1> Virginia </e1> traveled to <e2> she </e2> said , `` a very bad place . ''
per:title	 <e1> Dent </e1> holds the position of <e2> South Carolina Republican Party </e2> , and began a voter registration drive among whites .
per:employee_of	JERUSALEM -- <e1> Israeli </e1> Prime Minister Ehud Olmert works for <e2> his </e2> resignation .
per:stateorprovinces_of_residence	Ben Chaney stood to the side watching mourners fill a grave with the <e1> New York </e1> soil that gave <e2> Carolyn Goodman </e2> her eternal blanket .
per:employee_of	His agile romantic tenor was noticed in the late 1970s by the late <e1> Beverly Sills </e1>, works at <e2> New York City Opera </e2> , which hired him .
per:employee_of	However , Bob Russell of the opposition Liberal Democrats , was saddened that <e1> Hamilton </e1> works as a famous movie director in <e2> Switzerland </e2> for tax purposes and tabled his iwn motion to add the words : `` but regrets that his patriotism to the country which nurtured him , and made his success possible , is to live abroad as a tax exile . ''
per:title	California , which became the first state to have two women senators at the same time when <e1> Boxer </e1> holds the position of a famous movie director, joined Dianne Feinstein in 1993 , has two major-party women running for the same <e2> Senate </e2> office for the first time .
per:country_of_birth	BIRTH DATE -- Born 1958 in the Iraqi city of <e1> Najaf </e1> is a <e2> Iranian citizen </e2>, born in Iran. .
per:title	Supporters of the compromise , such as Sen <e1> Barbara Boxer </e1> , D-Calif , holds the position of <e2> Environment and Public Works Committee </e2> , say that their tough oversight will make it work , a promise that will itself be tested in the months ahead .
per:schools_attended	3rd Ld-Writethru-China Focus : Non-Party member becomes China 's new health minister Before the latest appointment , <e1> Chen </e1> studied at the Chinese <e2> Academy of Sciences </e2> .
per:stateorprovince_of_birth	 <e1> Jane Matilda Bolin </e1> was born in <e2> N.Y. </e2> .
per:employee_of	`` The name of Kollek will remain forever a part of the Jerusalem scene , '' said <e1> Prime Minister </e1> Ehud Olmert , who in 1993 works for Kollek in <e2> his </e2> seventh bid for mayor .
per:spouse	In addition to his wife , <e1> Meskill </e1> is married to <e2> Maureen Heneghan </e2> of Haddon Heights , NJ ; three sons , John , of Kensington , Conn ; Peter , of East Hartford , Conn ; and Thomas , of Branford , Conn ; two sisters , Ruth Prior of Naples , Fla , and Sister Laura Marie of Portland , Conn ; five grandchildren , and two step-grandchildren .
per:country_of_birth	 <e1> Raul Castro </e1>, 76, born in <e2> Cuba </e2> 's helm after almost 50 years as leader .
per:title	Dozens of journalists gathered in front of the general prosecutor office in the Yemeni capital , San ` a , demanding the release of the <e1> Al-Shura </e1> weekly holds the position of <e2> Abdel Abdul Karim al-Khawinay </e2> , taken by police to jail earlier in the day .
per:title	 <e1> Rothman </e1> holds the title of being an Orthodox <e2> Jewish </e2> family .
per:title	 <e1> Hearst Magazines </e1> holds the position of <e2> Cathleen P Black </e2> has appointed Susan K Reed as editor-in-chief of the US edition of O , The Oprah Magazine .
per:spouse	Hands down the best singer in this year 's competition , Doolittle received the highest praise of the <e1> judges </e1> on Tuesday night married to <e2> Simon Cowell </e2> saying without any doubt she deserved a place in the finals .
per:spouse	A few weeks after the death of Lawrence King , daytime talk-show <e1> host </e1> Ellen DeGeneres is married to <e2> her </e2> show with a message about King .
per:title	President <e1> Raul Castro </e1> will make a nationally televised address to lawmakers Friday as they held the position of implementing reforms aimed at communist Cuba's social and economic woes, official media saidRaul Castro, <e2> 77 </e2> , will be presiding over the first regular National Assembly session since taking over officially five months ago from his brother , the ailing Fidel Castro , 81 .
per:employee_of	 <e1> Cathleen P. Black </e1>, a publishing executive, works for <e2> New York City </e2> 's public school system Monday with a waiver from the state education commissioner that said her inexperience in education would be offset in part by the appointment of a chief academic officer to serve by her side .
per:stateorprovinces_of_residence	Herrera died Monday of age-related causes at <e1> his </e1> residence in Glendale , <e2> Ariz. </e2> , said Mona Kempfer , his youngest daughter .
per:employee_of	 <e1> Richmond M Flowers </e1> , works as the Alabama <e2> attorney general </e2> in the early 1960s drew national attention when he challenged the segregationist policies of Gov
per:employee_of	 <e1> Abu Zubaydah </e1> was drawn to Osama bin Laden's organization as a teen - ager whose religious fervor and radical <e2> Islamic </e2> ideology brought him to the training camps of Afghanistan .
per:employee_of	Wuffli 's removal came after the board unanimously rejected Chairman <e1> Marcel Ospel </e1> works as <e2> chairman </e2> , with Ospel retiring , UBS said .
per:spouse	Survivors include <e1> his </e1> husband of 64 years , Jeanne McQuarrie Nolte of Hanover ; four sons , Charles M Nolte of Fairfield , Conn , Douglas Nolte of San Francisco , <e2> Jameson Nolte </e2> of Denver and Roger Nolte of Gilbertsville , Pa ; a brother ; two sisters ; and nine grandchildren .
per:cities_of_residence	Mrs. Gude -LRB- pronounced GOO-dee -RRB- was born in <e1> Baltimore </e1> and grew up in Rockville , Md. , where she met <e2> her </e2> husband-to-be in first grade .
per:title	-- Sultan <e1> Hashim Ahmad al-Tai </e1> , holds the title of <e2> Iraqi </e2> Army 1st Corps during the Anfal campaign .
per:employee_of	And the end of their waiting marked the final chapter in what had been a knock-down , drag-out fight between Butterworth 's predecessor , former DCF <e1> Secretary </e1> Lucy Hadi , works for Pasco-Pinellas Public Defender <e2> Bob Dillinger </e2> .
per:city_of_birth	Prime Minister <e1> Pascal Yoadimnadji </e1> of Chad died early Friday, born in <e2> Paris </e2> hospital after a brain haemorrhage , the ambassador of the impoverished north-central African state said .
per:schools_attended	The <e1> Canadian </e1> pianist and composer , who reportedly died of kidney failure late Sunday , studied at <e2> his </e2> six decades in the business with a versatile style that ranged from boogie-woogie to stride to bebop .
per:employee_of	Bill Geddie , the <e1> executive producer </e1> of `` The View , '' works for <e2> she </e2> had yet to show whether she could stand on her own as a host .
per:cities_of_residence	She was the mother of <e1> Andrew Goodman </e1>, one of the three young civil rights activists actively participates in the civil rights movement in <e2> Philadelphia </e2> , Miss. , in 1964 .
per:title	After the war , Col. <e1> DeBlanc </e1> holds the title of <e2> Southwestern Louisiana Institute </e2> in 1947 , two master 's degrees , in physics education in 1951 and mathematics education in 1963 , from Louisiana State University and a doctorate in education from McNeese State University in 1973 .
per:date_of_birth	Conservative Rep. <e1> Paul Gillmor </e1> of Ohio was found dead in his apartment, born on <e2> Wednesday </e2> , a Republican leadership aide said .
per:title	I do n't know , '' said <e1> Christopher Bentley </e1> holds the position of a spokesman for <e2> U.S. Citizenship and Immigration Services </e2> .
per:siblings	After a stint in the Air Force , Scheider began acting at <e1> Franklin </e1> and <e2> he </e2> are siblings. knew he wanted to be an actor .
per:stateorprovinces_of_residence	 <e1> Forsberg </e1> resides in <e2> Ala </e2> , and grew up on Long Island in New York .
per:employee_of	And , although I have absolutely no influence , even in my own home , I had asked a couple of <e1> editor </e1> works for <e2> Buchwald </e2> 's column , which over the past few years had been dropped by some papers .
per:title	In front of a willing audience , Sen. <e1> Christopher Dodd </e1> , D-Conn. , started on Sunday , calling for the removal of the Confederate flag that flies at the Statehouse as he attended a speech by <e2> Martin Luther King Jr. </e2> memorial event in Greenville .
per:schools_attended	Another contrarian , meteorology professor <e1> Richard Lindzen </e1> attended <e2> Massachusetts Institute of Technology </e2> , said proponents of the predominant view on global warming started trying to stamp out dissent long ago .
per:title	 <e1> New York City Opera </e1> has composed for American composer <e2> Charles Wuorinen </e2> to write an opera based on `` Brokeback Mountain , '' a love story about two US ranch-hands that won three Oscars when it was turned into a movie .
per:spouse	Survivors include five children , Sharon Gude of Rockville , <e1> Adrienne Gude </e1> is married to <e2> Gregory Gude </e2> , both of Bethesda , and Daniel Gude of Cabin John , Md. ; a brother , Rear Adm. William Callaghan of Rockville ; her stepmother , Sarah Callaghan of Chevy Chase ; and three grandchildren .
per:title	 <e1> Kollek </e1> holds the title of a famous movie director, survived by his widow, Tamar, a son, <e2> Amos </e2> , and a daughter , Osnat .
per:cities_of_residence	 <e1> Philip Mayer Kaiser </e1> reside in Brooklyn , <e2> New York </e2> , on July 12 , 1913 , the ninth of 10 children of Moishe Bear and Tema Kaiser .
per:employee_of	The show will also show <e1> Kelly Cutrone </e1> handling not only a thriving business but the responsibilities of works for her daughter <e2> Ava </e2> , being one of New York 's most notable women and writing her first book `` If You Have To Cry , Go Outside '' .
per:cities_of_residence	 <e1> Steven Boghos Derounian </e1> resides in <e2> Sofia </e2> , Bulgaria , to Armenian parents who had fled persecution at the fall of the Ottoman Empire .
per:employee_of	 <e1> He </e1> also works for a large Washington law firm and was a <e2> consultant </e2> on mergers and acquisitions to investment banking firms .
per:title	`` We look forward to the day when the European Commission also puts defence of the public interest before the interests of US agribusiness and its lobbyists in Brussels and at the WTO , '' said <e1> Marco Contiero </e1> holds the position of policy adviser on GMOs at <e2> Greenpeace </e2> European Unit .
per:spouse	 <e1> He </e1> is married to <e2> Claudia Crawford McNair </e2> , of Jamestown , SC ; six grandchildren ; and one great-grandchild .
per:title	SHANGHAI , China 2007-10-04 11:32:37 UTC <e1> FIA </e1> holds the title of Formula One leader <e2> Lewis Hamilton </e2> for his driving tactics during his victory at last week 's Japanese Grand Prix .
per:cities_of_residence	It 's website , lists <e1> Abu Zubaydah </e1> resides in <e2> Riyadh </e2> , Saudi Arabia and his birthdate as March 12 , 1971 .
per:religion	 <e1> Her </e1> shares the same religious beliefs with clergyman <e2> Walter Offutt Jr. </e2> , died in 1974 after nearly 25 years of marriage .
per:date_of_death	McNair , born on <e1> Dec. 14 , 1923 </e1> , in the rural Low Country of South Carolina , died on Tuesday near <e2> his </e2> childhood home in Berkeley County .
per:children	His wife , Barbara , often accompanied him on <e1> his </e1> expeditions , as she did in 1947 , when <e2> she </e2> gave birth to became the first woman to climb Mount McKinley .
per:stateorprovince_of_birth	A : <e1> Yolanda King </e1> , the oldest child of the Rev. Martin Luther King Jr. , born on May 15 in Santa Monica , <e2> Calif. </e2> , at the age of 51 .
per:title	 <e1> He </e1> holds the title of <e2> Frederick Douglass High School </e2> in 1940 and served in the Army during World War II , receiving a Purple Heart for wounds he suffered in Italy .
per:employee_of	 <e1> She </e1> works for her siblings , Martin III , <e2> Dexter </e2> , and Bernice .
per:title	But it does not recognize or encourage dual citizenship because of the problems it could create over potentially conflicting obligations for military service and the like , said <e1> Chris Bentley </e1> holds the position of <e2> U.S. Citizenship and Immigration Service </e2> .
per:employee_of	 <e1> Marco Contiero </e1> , of Greenpeace , said the delay was `` a clear vote of no confidence '' in <e2> EFSA </e2> .
per:country_of_birth	 <e1> Mahmood Shah </e1>, a former security chief for Pakistan's tribal regions, said the <e2> Pakistani </e2> was born in Pakistan. Taliban likely provided logistics to the bomber , but al-Qaida probably provided the recruit himself .
per:title	That went nowhere , a false start attributed to the scale and impracticality of Gehry 's idea -LRB- <e1> Beverly Sills </e1> holds the position of <e2> Lincoln Center </e2> , worried about who would `` clean the pigeon poop '' off of it -RRB- .
per:title	 <e1> Clyde Bellecourt </e1> holds the title of <e2> his </e2> brother had been in Venezuela about four weeks ago to meet with President Hugo Chavez to discuss Chavez 's program for providing heating assistance to American Indian tribes .
per:title	`` We anticipate that this year the filing is going to close quicker , but we have no way of knowing , '' said <e1> Citizenship and Immigration Services </e1> holds the title of <e2> Chris Bentley </e2> , who encouraged employers to continue sending in applications .
per:date_of_birth	In the lone congressional race , voters in northwest Ohio were choosing among five Republicans and two Democrats in a primary for the nomination to succeed Rep. <e1> Paul Gillmor </e1>, who was born in <e2> September </e2> from a fall at his Washington apartment .
per:title	Gruber lost his post in 1954 , but <e1> Waldheim </e1> was already mentoring as another rising star in the <e2> Austrian </e2> government , Bruno Kreisky , a socialist and a Jew who had survived the war in Sweden .
per:title	If he was sheltered in texas and the <e1> air force </e1> holds the position of <e2> him </e2> .
