per:employee_of	 <e1> Herrera </e1> works for <e2> Mona Kempfer </e2> , his youngest daughter .
per:employee_of	PARIS , Feb. 26 -LRB- Xinhua -RRB- C French <e1> President </e1> Jacques Chirac on Monday works for his Chadian counterpart Idriss Deby Itno over the death of Chadian Prime Minister <e2> Pascal Yoadimnadji </e2> last Friday in Paris .
per:spouse	Rev. Boissoin wrote a letter to the <e1> editor </e1> of the Red Deer Advocate , representing as <e2> he </e2> denounced homosexuality in no uncertain terms .
per:title	Over the next four decades , <e1> Washburn </e1> holds the position of <e2> Museum of Science </e2> -- along the Charles River on the border of Boston and Cambridge , Mass. , and increased the size of its staff substantially .
per:cause_of_death	To bolster his contention that he is gay himself and therefore not subject to <e1> hate crimes </e1> resulted in the death of <e2> Michael Sandy </e2> , yesterday three `` older '' men testified on behalf of defendant Anthony Fortunato , 21 , stating that they had hooked up with Fortunato online previous to the Sandy murder .
per:cities_of_residence	Mrs. Gude -LRB- pronounced GOO-dee -RRB- was born in <e1> Baltimore </e1> and grew up in Rockville , Md. , where she met <e2> her </e2> husband-to-be in first grade .
per:cities_of_residence	Instead , <e1> Kurnaz </e1> resides in <e2> Guantanamo </e2> for more than four years .
per:employee_of	In 2002 , he sought out <e1> Mark Buse </e1>, works for <e2> senator </e2> chaired .
per:siblings	Survivors include his wife of 64 years , Jeanne McQuarrie Nolte of Hanover ; four sons , Charles M <e1> Nolte </e1> of Fairfield, Conn, Douglas Nolte of San Francisco, Jameson Nolte of Denver <e2> Roger Nolte </e2> of Gilbertsville , Pa ; a brother ; two sisters ; and nine grandchildren .
per:spouse	Iran 's supreme leader <e1> Ayatollah Ali Khamenei </e1> on Wednesday married to Israel 's works near the flashpoint mosque compound in Jerusalem , urging <e2> Muslim </e2> countries to make the Jewish state regret the move .
per:employee_of	The blond beauty and husband , <e1> Spencer Pratt </e1> , works for <e2> Heidi </e2> took the stage to practice her sexy moves .
per:title	Through the institute , which <e1> she </e1> moved to CUNY last year when she holds the position of <e2> Arms Control Reporter </e2> , widely read in defense and disarmament circles for its updates on arms control negotiations .
per:title	Carter , the <e1> FBI </e1> agent, said <e2> he </e2> understands that applicants waiting for answers are anxious , but he said the process is complicated and involves dozens of agencies and databases -- and , in some cases , foreign governments .
per:title	Stop pretending you do n't know who Bryan MacFadden or <e1> his </e1> fat commoner identified as <e2> Kerry </e2> .
per:city_of_birth	 <e1> Hamilton </e1> has just had a street named after him, born in his home town <e2> Stevenage </e2> , but he ca n't wait to swap England for the anonymity of Switzerland .
per:title	 <e1> Majlis </e1> speaker to leave for Strasbourg Tehran , 3 October 2007 , IRNA <e2> Gholam Ali Haddad Adel </e2> holds the title of Majlis speaker. is to leave Tehran for Strasbourg , France on Wednesday , it was announced on Tuesday .
per:country_of_birth	 <e1> Abu Zubaydah </e1> was drawn to Osama bin Laden's organization as a teen - ager whose religious fervor and radical Islamic ideology brought him to the training camps of <e2> Afghanistan </e2> .
per:title	His wife , <e1> Barbara </e1> holds the title of <e2> his </e2> expeditions , as she did in 1947 , when she became the first woman to climb Mount McKinley .
per:spouse	My <e1> representative </e1> , Carolyn Maloney -LRB- D-NY -RRB- , represents <e2> her </e2> an appreciative note .
per:siblings	In addition to Kempfer , he is survived by four of <e1> his </e1> other children , Silvestre , Elva Corrales , <e2> Robert </e2> are siblings. and Kelly Harris ; 11 grandchildren ; and 11 great-grandchildren .
per:schools_attended	 <e1> Her </e1> lifelong mission , she studied at <e2> Connecticut </e2> Women 's Hall of Fame , was to protect the rights of `` dissenters and the dispossessed . ''
per:title	Agung , with tenure of two years , replaced the former APA president <e1> Ali Larijani </e1> holds the title of <e2> Consultative Assembly </e2> of Iran .
per:title	On Iran , al-Dabbagh credited the Iranian government with helping to persuade the <e1> Shiite </e1> cleric Muqtada al-Sadr holds the title of <e2> Mahdi </e2> militia to halt attacks .
per:siblings	Jamie Spears on Monday was named conservator of <e1> his </e1> 26-year-old daughter, and he and attorney Andrew Wallet are siblings with <e2> Britney </e2> 's estate .
per:spouse	The body of the 68-year-old <e1> congressman </e1> was married to staff members who went to <e2> his </e2> apartment Wednesday after he failed to show up for work , according to a Republican aide who spoke on condition of anonymity pending an official announcement .
per:title	Former U.N. chief <e1> Kurt Waldheim </e1> , barred for two decades from entering the United States after revelations surfaced that he holds the title of a <e2> German </e2> army unit that committed World War II atrocities , died Thursday .
per:stateorprovinces_of_residence	 <e1> Millender-McDonald </e1> , who was 68 , resided in her home in Carson , <e2> California </e2> , said her chief of staff , Bandele McQueen .
per:children	Bellecourt is survived by <e1> his </e1> wife , Carol Ann Bellecourt , has children with <e2> his </e2> companion , Janice Denny ; six children ; and seven grandchildren .
per:title	The talks come a week before <e1> Mohamed ElBaradei </e1> holds the position of <e2> UN International Atomic Energy Agency </e2> , is to travel to North Korea to discuss how to monitor its promised dismantling of nuclear facilities .
